0.5052083,0.171875,0.5052083,0.296875,0.46354166,0.296875,0.46354166,0.36631945,0.5885417,0.46354166,0.5329861,0.296875,0.5190972,0.3940972,0.5885417,0.46354166,0.5190972,0.5052083,0.546875,0.671875,0.47743055,0.796875,0.46354166,0.5052083,0.421875,0.6579861,0.38020834,0.796875,1
0.5052083,0.171875,0.5052083,0.2690972,0.47743055,0.296875,0.46354166,0.36631945,0.47743055,0.46354166,0.5329861,0.296875,0.5190972,0.3940972,0.5885417,0.46354166,0.5190972,0.5052083,0.46354166,0.671875,0.46354166,0.796875,0.47743055,0.5052083,0.5052083,0.6579861,0.5329861,0.796875,1
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.33854166,0.4079861,0.46354166,0.5885417,0.296875,0.5885417,0.4079861,0.5885417,0.46354166,0.5052083,0.5052083,0.46354166,0.671875,0.4079861,0.796875,0.5052083,0.5052083,0.5052083,0.671875,0.5329861,0.796875,1
0.5052083,0.171875,0.5052083,0.296875,0.46354166,0.296875,0.46354166,0.36631945,0.46354166,0.46354166,0.5329861,0.296875,0.5190972,0.3940972,0.5885417,0.46354166,0.5190972,0.5052083,0.5052083,0.671875,0.47743055,0.796875,0.47743055,0.5052083,0.46354166,0.6440972,0.46354166,0.796875,1
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.33854166,0.4079861,0.46354166,0.5885417,0.296875,0.5885417,0.4079861,0.5885417,0.46354166,0.5052083,0.5052083,0.46354166,0.671875,0.421875,0.796875,0.49131945,0.5052083,0.5052083,0.6579861,0.5295139,0.796875,1
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.33854166,0.3940972,0.46354166,0.5885417,0.296875,0.5885417,0.4079861,0.5885417,0.46354166,0.47743055,0.5052083,0.421875,0.671875,0.421875,0.796875,0.5329861,0.5052083,0.546875,0.671875,0.5885417,0.796875,1
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.33854166,0.3940972,0.46354166,0.5885417,0.296875,0.5885417,0.4079861,0.5885417,0.46354166,0.47743055,0.5052083,0.421875,0.671875,0.421875,0.796875,0.5329861,0.5052083,0.546875,0.671875,0.5885417,0.796875,1
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.33854166,0.3940972,0.46354166,0.5885417,0.296875,0.5885417,0.421875,0.5885417,0.46354166,0.47743055,0.5052083,0.421875,0.671875,0.421875,0.796875,0.5190972,0.5052083,0.546875,0.671875,0.5885417,0.796875,1
0.5052083,0.21354167,0.5052083,0.296875,0.421875,0.33854166,0.33854166,0.33854166,0.25520834,0.33854166,0.5885417,0.33854166,0.7135417,0.33854166,0.8246528,0.33854166,0.46354166,0.5190972,0.38020834,0.671875,0.296875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.6302083,0.796875,0
0.5052083,0.19965278,0.5052083,0.296875,0.421875,0.33854166,0.35243055,0.33854166,0.421875,0.46354166,0.5885417,0.33854166,0.7135417,0.33854166,0.796875,0.33854166,0.46354166,0.5052083,0.38020834,0.671875,0.296875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.6302083,0.796875,0
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.33854166,0.33854166,0.33854166,0.421875,0.46354166,0.5885417,0.33854166,0.7135417,0.33854166,0.796875,0.33854166,0.46354166,0.5052083,0.38020834,0.671875,0.296875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.6302083,0.796875,0
0.5052083,0.171875,0.5052083,0.296875,0.421875,0.296875,0.33854166,0.33854166,0.421875,0.46354166,0.5885417,0.33854166,0.6996528,0.33854166,0.796875,0.33854166,0.46354166,0.5052083,0.38020834,0.671875,0.296875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.6302083,0.796875,0
0.5052083,0.171875,0.5052083,0.296875,0.47743055,0.3107639,0.49131945,0.35243055,0.5607639,0.4079861,0.5329861,0.3246528,0.5746528,0.33854166,0.8107639,0.3246528,0.46354166,0.5052083,0.38020834,0.671875,0.296875,0.796875,0.546875,0.5052083,0.6024306,0.671875,0.6302083,0.796875,0
0.5607639,0.171875,0.546875,0.296875,0.5746528,0.3246528,0.5885417,0.4079861,0.6024306,0.46354166,0.5190972,0.3107639,0.47743055,0.421875,0.46354166,0.46354166,0.546875,0.5052083,0.38020834,0.671875,0.33854166,0.796875,0.5329861,0.5052083,0.6440972,0.671875,0.671875,0.796875,0
0.5052083,0.2829861,0.5052083,0.38020834,0.421875,0.4079861,0.38020834,0.46354166,0.38020834,0.5885417,0.5885417,0.4079861,0.6302083,0.49131945,0.6302083,0.5885417,0.46354166,0.5885417,0.33854166,0.6579861,0.33854166,0.796875,0.546875,0.5885417,0.671875,0.6579861,0.6302083,0.796875,0
0.5052083,0.2690972,0.5052083,0.38020834,0.421875,0.4079861,0.38020834,0.46354166,0.3940972,0.5885417,0.5885417,0.421875,0.6302083,0.49131945,0.6302083,0.5885417,0.46354166,0.5885417,0.33854166,0.6302083,0.33854166,0.796875,0.546875,0.5885417,0.671875,0.6302083,0.6302083,0.796875,0
0.5052083,0.296875,0.5052083,0.38020834,0.421875,0.421875,0.38020834,0.46354166,0.38020834,0.5885417,0.5885417,0.421875,0.6302083,0.5052083,0.671875,0.5885417,0.46354166,0.5885417,0.33854166,0.6302083,0.33854166,0.796875,0.546875,0.5885417,0.6302083,0.671875,0.6302083,0.796875,0
0.5052083,0.21354167,0.5052083,0.33854166,0.4357639,0.33854166,0.38020834,0.421875,0.4079861,0.5190972,0.5885417,0.36631945,0.671875,0.46354166,0.7135417,0.5052083,0.46354166,0.546875,0.38020834,0.6302083,0.33854166,0.796875,0.546875,0.546875,0.6302083,0.6440972,0.6302083,0.796875,0
0.546875,0.21354167,0.5052083,0.296875,0.38020834,0.296875,0.33854166,0.296875,0.38020834,0.4079861,0.546875,0.33854166,0.5885417,0.46354166,0.6579861,0.5329861,0.36631945,0.5052083,0.33854166,0.6302083,0.33854166,0.796875,0.46354166,0.5052083,0.546875,0.671875,0.6302083,0.796875,0
0.5052083,0.1857639,0.5052083,0.2829861,0.4496528,0.3107639,0.4079861,0.3107639,0.4079861,0.4079861,0.5885417,0.3246528,0.6163194,0.35243055,0.5885417,0.421875,0.4496528,0.5052083,0.36631945,0.6302083,0.33854166,0.7829861,0.5329861,0.5052083,0.6163194,0.6440972,0.6440972,0.796875,0
0.5052083,0.296875,0.5052083,0.38020834,0.421875,0.38020834,0.38020834,0.46354166,0.38020834,0.546875,0.5885417,0.4079861,0.5885417,0.5052083,0.5885417,0.5885417,0.46354166,0.5885417,0.421875,0.7135417,0.421875,0.796875,0.546875,0.5885417,0.546875,0.7135417,0.5885417,0.796875,1
0.5052083,0.296875,0.5052083,0.38020834,0.421875,0.421875,0.38020834,0.5052083,0.38020834,0.546875,0.5885417,0.421875,0.5885417,0.5052083,0.5885417,0.5885417,0.46354166,0.5885417,0.421875,0.7552083,0.421875,0.796875,0.546875,0.5885417,0.5885417,0.7274306,0.5885417,0.796875,1
0.5052083,0.296875,0.5052083,0.38020834,0.421875,0.421875,0.421875,0.5052083,0.421875,0.546875,0.5885417,0.3940972,0.5885417,0.5052083,0.5885417,0.5885417,0.46354166,0.5885417,0.421875,0.7552083,0.421875,0.796875,0.546875,0.5885417,0.5885417,0.7135417,0.5885417,0.8385417,1
0.5190972,0.296875,0.5052083,0.38020834,0.421875,0.421875,0.421875,0.5052083,0.421875,0.546875,0.5885417,0.421875,0.5885417,0.5052083,0.5885417,0.5885417,0.46354166,0.5885417,0.421875,0.7552083,0.421875,0.796875,0.546875,0.5885417,0.5885417,0.7135417,0.5885417,0.8385417,1
0.5052083,0.296875,0.5052083,0.38020834,0.421875,0.421875,0.421875,0.5052083,0.421875,0.546875,0.5885417,0.4079861,0.5885417,0.5052083,0.5885417,0.5885417,0.46354166,0.5885417,0.421875,0.7552083,0.421875,0.796875,0.546875,0.5885417,0.5885417,0.7135417,0.5885417,0.8385417,1
